Time,Consumption,Type
2013-04-29,7.813896119691779,No holiday
2013-04-30,7.525543181758383,No holiday
2013-05-01,7.505020414130406,No holiday
2013-05-02,7.431024878213787,No holiday
2013-05-03,7.412137829809039,No holiday
2013-05-04,7.893382764562478,No holiday
2013-05-05,7.862912688956246,No holiday
2013-05-06,7.578761477995793,No holiday
2013-05-07,7.244073696263585,No holiday
2013-05-08,7.2744585773654515,No holiday
2013-05-09,7.42300513963311,No holiday
2013-05-10,7.346713583199687,No holiday
2013-05-11,7.934392527365829,No holiday
2013-05-12,8.46885954380841,No holiday
2013-05-13,7.502712030649228,No holiday
2013-05-14,7.797315887539811,No holiday
2013-05-15,7.730991017330811,No holiday
2013-05-16,7.493938827819542,No holiday
2013-05-17,7.701802766091393,No holiday
2013-05-18,7.95665151757041,No holiday
2013-05-19,8.144022244470586,No holiday
2013-05-20,7.625504649320417,No holiday
2013-05-21,7.497817899503375,No holiday
2013-05-22,7.577222254852931,No holiday
2013-05-23,7.561177328067712,No holiday
2013-05-24,7.930298320239786,No holiday
2013-05-25,7.791798936974405,No holiday
2013-05-26,7.725312374169029,No holiday
2013-05-27,7.604350487891658,Spring bank holiday
2013-05-28,7.668805495980012,No holiday
2013-05-29,7.825408308412606,No holiday
2013-05-30,7.692202983398735,No holiday
2013-05-31,7.354216405869437,No holiday
2013-06-01,7.499124108310101,No holiday
2013-06-02,7.759310080502439,No holiday
2013-06-03,7.0750559606590135,No holiday
2013-06-04,6.951449509446108,No holiday
2013-06-05,6.953723464629416,Early May bank holiday
2013-06-06,6.948379417404359,No holiday
2013-06-07,6.960603465988216,No holiday
2013-06-08,7.339657871719782,No holiday
2013-06-09,8.120218958178123,No holiday
2013-06-10,7.322568484785807,No holiday
2013-06-11,7.236786708397766,No holiday
2013-06-12,7.438046696882282,No holiday
2013-06-13,7.355481964057033,No holiday
2013-06-14,7.109042293847264,No holiday
2013-06-15,7.614866858149213,No holiday
2013-06-16,7.88242921894797,No holiday
2013-06-17,7.185904889112945,No holiday
2013-06-18,7.1634687431848825,No holiday
2013-06-19,7.01357842168914,No holiday
2013-06-20,7.162028124901013,No holiday
2013-06-21,7.102685258960657,No holiday
2013-06-22,7.402761876113509,No holiday
2013-06-23,7.873603142820301,No holiday
2013-06-24,7.138545703140349,No holiday
2013-06-25,6.9814145828817455,No holiday
2013-06-26,6.8961052176858,No holiday
2013-06-27,6.932144987775657,No holiday
2013-06-28,7.106442702478138,No holiday
2013-06-29,7.190368027869566,No holiday
2013-06-30,7.5553856809919875,No holiday
2013-07-01,7.068548466697787,No holiday
2013-07-02,7.141829192713759,No holiday
2013-07-03,7.056405886619984,No holiday
2013-07-04,6.974823764665119,No holiday
2013-07-05,6.996197091444434,No holiday
2013-07-06,7.176208573961228,No holiday
2013-07-07,7.590064387527717,No holiday
2013-07-08,7.019643640779337,No holiday
2013-07-09,6.945553036242371,No holiday
2013-07-10,6.948915847709548,No holiday
2013-07-11,6.827938967358982,No holiday
2013-07-12,6.881622456087456,No holiday
2013-07-13,7.182862027848324,No holiday
2013-07-14,7.702385449376897,No holiday
2013-07-15,7.217687473077777,No holiday
2013-07-16,7.227094435112448,No holiday
2013-07-17,7.263203982851512,No holiday
2013-07-18,7.234664590665357,No holiday
2013-07-19,7.051774629176853,No holiday
2013-07-20,7.233480556765509,No holiday
2013-07-21,7.553657373601996,No holiday
2013-07-22,7.350436363803459,No holiday
2013-07-23,7.475553847978268,No holiday
2013-07-24,7.148044605941574,No holiday
2013-07-25,7.1622019401383215,No holiday
2013-07-26,7.036763667311187,No holiday
2013-07-27,7.422466710405621,No holiday
2013-07-28,7.588882702635693,No holiday
2013-07-29,7.094671233839585,No holiday
2013-07-30,7.108517262678676,No holiday
2013-07-31,7.086677856817986,No holiday
2013-08-01,7.13917622111215,No holiday
2013-08-02,7.160627637086831,No holiday
2013-08-03,7.097374772757158,No holiday
2013-08-04,7.445017199758534,No holiday
2013-08-05,7.185228663793728,No holiday
2013-08-06,6.927625066347305,No holiday
2013-08-07,6.877415839650926,No holiday
2013-08-08,6.829682843616826,No holiday
2013-08-09,6.900714814763677,No holiday
2013-08-10,6.992894193248101,No holiday
2013-08-11,7.292414446165353,No holiday
2013-08-12,6.890622188850957,No holiday
2013-08-13,6.84186490319798,No holiday
2013-08-14,6.881456534394907,No holiday
2013-08-15,6.936846275369028,No holiday
2013-08-16,6.92765366171573,No holiday
2013-08-17,7.193300762420694,No holiday
2013-08-18,7.393168144842049,No holiday
2013-08-19,6.951643652060921,No holiday
2013-08-20,6.8811694387095725,No holiday
2013-08-21,6.846660637103508,No holiday
2013-08-22,7.114254897226067,No holiday
2013-08-23,7.043169546786529,No holiday
2013-08-24,7.412316221420801,No holiday
2013-08-25,7.362428405133413,No holiday
2013-08-26,7.153949466194688,Summer bank holiday
2013-08-27,6.931897630738282,No holiday
2013-08-28,6.919773233589342,No holiday
2013-08-29,6.914221288568856,No holiday
2013-08-30,7.012768499704941,No holiday
2013-08-31,7.072186061906238,No holiday
2013-09-01,7.526141059987611,No holiday
2013-09-02,7.063580202276552,No holiday
2013-09-03,7.0965946416502605,No holiday
2013-09-04,7.079024688008816,No holiday
2013-09-05,7.16659728460224,No holiday
2013-09-06,7.218993784393211,No holiday
2013-09-07,7.303154323827516,No holiday
2013-09-08,7.753121557673976,No holiday
2013-09-09,7.421522660656002,No holiday
2013-09-10,7.327755890969028,No holiday
2013-09-11,7.496440897975371,No holiday
2013-09-12,7.257795300093572,No holiday
2013-09-13,7.455940723817747,No holiday
2013-09-14,7.939707799904567,No holiday
2013-09-15,8.446400595996897,No holiday
2013-09-16,7.529386550957156,No holiday
2013-09-17,7.673466016022002,No holiday
2013-09-18,7.502165566644234,No holiday
2013-09-19,7.653453823642789,No holiday
2013-09-20,7.454252284742521,No holiday
2013-09-21,7.852217524572764,No holiday
2013-09-22,8.329329516201776,No holiday
2013-09-23,7.503044981086382,No holiday
2013-09-24,7.349045347045244,No holiday
2013-09-25,7.351757947438219,No holiday
2013-09-26,7.257512504582241,No holiday
2013-09-27,7.275402650090207,No holiday
2013-09-28,7.79238190792239,No holiday
2013-09-29,8.19112100550971,No holiday
2013-09-30,7.559367390027742,No holiday
2013-10-01,7.494102504151803,No holiday
2013-10-02,7.536226510544048,No holiday
2013-10-03,7.58845043636,No holiday
2013-10-04,7.476866399192709,No holiday
2013-10-05,8.00358560498285,No holiday
2013-10-06,8.281989659696077,No holiday
2013-10-07,7.675419877160784,No holiday
2013-10-08,7.460746271325024,No holiday
2013-10-09,7.682222981215259,No holiday
2013-10-10,7.768285747631816,No holiday
2013-10-11,8.253357040514905,No holiday
2013-10-12,8.276669015486622,No holiday
2013-10-13,9.35104816215781,No holiday
2013-10-14,8.338183878677874,No holiday
2013-10-15,8.04233636852021,No holiday
